Date,Team,Opponent,Team Score,Opponent Score,Team Result
31-01-2013,SE Louisiana,Cent Arkansas,70,69,Win
31-01-2013,Cent Arkansas,SE Louisiana,69,70,Loss
31-01-2013,Citadel,Wofford,69,63,Win
31-01-2013,Wofford,Citadel,63,69,Loss
31-01-2013,CS Northridge,CS Fullerton,92,86,Win
31-01-2013,CS Fullerton,CS Northridge,86,92,Loss
31-01-2013,Davidson,Samford,71,51,Win
31-01-2013,Samford,Davidson,51,71,Loss
31-01-2013,E Washington,Montana St,72,68,Win
31-01-2013,Montana St,E Washington,68,72,Loss
31-01-2013,N Kentucky,ETSU,70,68,Win
31-01-2013,ETSU,N Kentucky,68,70,Loss
31-01-2013,Bryant,F Dickinson,78,63,Win
31-01-2013,F Dickinson,Bryant,63,78,Loss
31-01-2013,FL Atlantic,ULM,76,71,Win
31-01-2013,ULM,FL Atlantic,71,76,Loss
31-01-2013,Middle Tenn St,Florida Intl,66,64,Win
31-01-2013,Florida Intl,Middle Tenn St,64,66,Loss
31-01-2013,Furman,Ga Southern,81,74,Win
31-01-2013,Ga Southern,Furman,74,81,Loss
31-01-2013,Drexel,George Mason,58,54,Win
31-01-2013,George Mason,Drexel,54,58,Loss
31-01-2013,Utah St,Idaho,77,67,Win
31-01-2013,Idaho,Utah St,67,77,Loss
31-01-2013,IL Chicago,WI Green Bay,60,57,Win
31-01-2013,WI Green Bay,IL Chicago,57,60,Loss
31-01-2013,Iowa,Penn St,76,67,Win
31-01-2013,Penn St,Iowa,67,76,Loss
31-01-2013,Jacksonville,Stetson,71,70,Win
31-01-2013,Stetson,Jacksonville,70,71,Loss
31-01-2013,James Madison,Hofstra,62,41,Win
31-01-2013,Hofstra,James Madison,41,62,Loss
31-01-2013,Northwestern LA,Lamar,85,63,Win
31-01-2013,Lamar,Northwestern LA,63,85,Loss
31-01-2013,Long Island,St Francis PA,82,62,Win
31-01-2013,St Francis PA,Long Island,62,82,Loss
31-01-2013,Gonzaga,Loy Marymount,88,43,Win
31-01-2013,Loy Marymount,Gonzaga,43,88,Loss
31-01-2013,Michigan St,Illinois,80,75,Win
31-01-2013,Illinois,Michigan St,75,80,Loss
31-01-2013,Central Conn,Monmouth NJ,78,58,Win
31-01-2013,Monmouth NJ,Central Conn,58,78,Loss
31-01-2013,Mt St Mary's,Quinnipiac,77,73,Win
31-01-2013,Quinnipiac,Mt St Mary's,73,77,Loss
31-01-2013,N Colorado,Idaho St,78,63,Win
31-01-2013,Idaho St,N Colorado,63,78,Loss
31-01-2013,N Dakota St,Missouri KC,71,34,Win
31-01-2013,Missouri KC,N Dakota St,34,71,Loss
31-01-2013,NE Omaha,IPFW,86,79,Win
31-01-2013,IPFW,NE Omaha,79,86,Loss
31-01-2013,Niagara,Iona,93,90,Win
31-01-2013,Iona,Niagara,90,93,Loss
31-01-2013,Weber St,North Dakota,66,51,Win
31-01-2013,North Dakota,Weber St,51,66,Loss
31-01-2013,FL Gulf Coast,North Florida,89,75,Win
31-01-2013,North Florida,FL Gulf Coast,75,89,Loss
31-01-2013,Oral Roberts,Nicholls St,90,78,Win
31-01-2013,Nicholls St,Oral Roberts,78,90,Loss
31-01-2013,BYU,Pepperdine,63,61,Win
31-01-2013,Pepperdine,BYU,61,63,Loss
31-01-2013,Montana,Portland St,81,68,Win
31-01-2013,Portland St,Montana,68,81,Loss
31-01-2013,Connecticut,Providence,82,79,Win
31-01-2013,Providence,Connecticut,79,82,Loss
31-01-2013,S Dakota St,South Dakota,67,54,Win
31-01-2013,South Dakota,S Dakota St,54,67,Loss
31-01-2013,St Mary's CA,San Francisco,67,63,Win
31-01-2013,San Francisco,St Mary's CA,63,67,Loss
31-01-2013,Santa Clara,Portland,70,46,Win
31-01-2013,Portland,Santa Clara,46,70,Loss
31-01-2013,SC Upstate,Lipscomb,83,71,Win
31-01-2013,Lipscomb,SC Upstate,71,83,Loss
31-01-2013,Seattle,San Jose St,56,48,Win
31-01-2013,San Jose St,Seattle,48,56,Loss
31-01-2013,Southern Utah,CS Sacramento,79,67,Win
31-01-2013,CS Sacramento,Southern Utah,67,79,Loss
31-01-2013,St Francis NY,Robert Morris,71,61,Win
31-01-2013,Robert Morris,St Francis NY,61,71,Loss
31-01-2013,St Louis,Butler,75,58,Win
31-01-2013,Butler,St Louis,58,75,Loss
31-01-2013,St Peter's,Marist,70,68,Win
31-01-2013,Marist,St Peter's,68,70,Loss
31-01-2013,Tennessee St,Tennessee Tech,84,65,Win
31-01-2013,Tennessee Tech,Tennessee St,65,84,Loss
31-01-2013,New Mexico St,Texas St,86,72,Win
31-01-2013,Texas St,New Mexico St,72,86,Loss
31-01-2013,TN Martin,E Kentucky,72,65,Win
31-01-2013,E Kentucky,TN Martin,65,72,Loss
31-01-2013,Hawaii,UC Riverside,72,68,Win
31-01-2013,UC Riverside,Hawaii,68,72,Loss
31-01-2013,ULL,North Texas,105,74,Win
31-01-2013,North Texas,ULL,74,105,Loss
31-01-2013,Elon,UNC Greensboro,72,66,Win
31-01-2013,UNC Greensboro,Elon,66,72,Loss
31-01-2013,Denver,UT San Antonio,71,57,Win
31-01-2013,UT San Antonio,Denver,57,71,Loss
31-01-2013,W Kentucky,Troy,65,61,Win
31-01-2013,Troy,W Kentucky,61,65,Loss
31-01-2013,Wagner,Sacred Heart,84,78,Win
31-01-2013,Sacred Heart,Wagner,78,84,Loss
31-01-2013,Arizona,Washington,57,53,Win
31-01-2013,Washington,Arizona,53,57,Loss
31-01-2013,Arizona St,Washington St,63,59,Win
31-01-2013,Washington St,Arizona St,59,63,Loss
30-01-2013,Air Force,Fresno St,62,50,Win
30-01-2013,Fresno St,Air Force,50,62,Loss
30-01-2013,Bucknell,American Univ,56,55,Win
30-01-2013,American Univ,Bucknell,55,56,Loss
30-01-2013,Toledo,Ball St,85,78,Win
30-01-2013,Ball St,Toledo,78,85,Loss
30-01-2013,Oklahoma,Baylor,74,71,Win
30-01-2013,Baylor,Oklahoma,71,74,Loss
30-01-2013,MD Baltimore Co,Binghamton,61,58,Win
30-01-2013,Binghamton,MD Baltimore Co,58,61,Loss
30-01-2013,Akron,Bowling Green,68,55,Win
30-01-2013,Bowling Green,Akron,55,68,Loss
30-01-2013,Buffalo,C Michigan,91,73,Win
30-01-2013,C Michigan,Buffalo,73,91,Loss
30-01-2013,Gardner Webb,Charleston So,74,73,Win
30-01-2013,Charleston So,Gardner Webb,73,74,Loss
30-01-2013,Cincinnati,Rutgers,62,54,Win
30-01-2013,Rutgers,Cincinnati,54,62,Loss
30-01-2013,Col Charleston,Appalachian St,72,59,Win
30-01-2013,Appalachian St,Col Charleston,59,72,Loss
30-01-2013,Colorado St,Boise St,77,57,Win
30-01-2013,Boise St,Colorado St,57,77,Loss
30-01-2013,Creighton,Missouri St,91,77,Win
30-01-2013,Missouri St,Creighton,77,91,Loss
30-01-2013,Delaware,William & Mary,66,56,Win
30-01-2013,William & Mary,Delaware,56,66,Loss
30-01-2013,Memphis,East Carolina,75,68,Win
30-01-2013,East Carolina,Memphis,68,75,Loss
30-01-2013,Florida,South Carolina,75,36,Win
30-01-2013,South Carolina,Florida,36,75,Loss
30-01-2013,Florida St,Maryland,73,71,Win
30-01-2013,Maryland,Florida St,71,73,Loss
30-01-2013,St Joseph's PA,Fordham,66,62,Win
30-01-2013,Fordham,St Joseph's PA,62,66,Loss
30-01-2013,Georgetown,Seton Hall,74,52,Win
30-01-2013,Seton Hall,Georgetown,52,74,Loss
30-01-2013,Georgia,Auburn,57,49,Win
30-01-2013,Auburn,Georgia,49,57,Loss
30-01-2013,Vermont,Hartford,49,43,Win
30-01-2013,Hartford,Vermont,43,49,Loss
30-01-2013,High Point,Longwood,88,60,Win
30-01-2013,Longwood,High Point,60,88,Loss
30-01-2013,Army,Holy Cross,80,66,Win
30-01-2013,Holy Cross,Army,66,80,Loss
30-01-2013,Kansas St,Texas,83,57,Win
30-01-2013,Texas,Kansas St,57,83,Loss
30-01-2013,Massachusetts,La Salle,61,60,Win
30-01-2013,La Salle,Massachusetts,60,61,Loss
30-01-2013,Lafayette,Colgate,69,40,Win
30-01-2013,Colgate,Lafayette,40,69,Loss
30-01-2013,Long Beach St,Santa Barbara,57,55,Win
30-01-2013,Santa Barbara,Long Beach St,55,57,Loss
30-01-2013,Loyola-Chicago,WI Milwaukee,76,65,Win
30-01-2013,WI Milwaukee,Loyola-Chicago,65,76,Loss
30-01-2013,LSU,Missouri,73,70,Win
30-01-2013,Missouri,LSU,70,73,Loss
30-01-2013,New Hampshire,Maine,57,54,Win
30-01-2013,Maine,New Hampshire,54,57,Loss
30-01-2013,SMU,Marshall,68,57,Win
30-01-2013,Marshall,SMU,57,68,Loss
30-01-2013,SF Austin,McNeese St,59,39,Win
30-01-2013,McNeese St,SF Austin,39,59,Loss
30-01-2013,W Michigan,Miami OH,72,68,Win
30-01-2013,Miami OH,W Michigan,68,72,Loss
30-01-2013,Michigan,Northwestern,68,46,Win
30-01-2013,Northwestern,Michigan,46,68,Loss
30-01-2013,Texas A&M,Mississippi St,55,49,Win
30-01-2013,Mississippi St,Texas A&M,49,55,Loss
30-01-2013,N Illinois,Kent,67,65,Win
30-01-2013,Kent,N Illinois,65,67,Loss
30-01-2013,Lehigh,Navy,71,49,Win
30-01-2013,Navy,Lehigh,49,71,Loss
30-01-2013,Georgia St,Northeastern,78,73,Win
30-01-2013,Northeastern,Georgia St,73,78,Loss
30-01-2013,Notre Dame,Villanova,65,60,Win
30-01-2013,Villanova,Notre Dame,60,65,Loss
30-01-2013,Oklahoma St,Iowa St,78,76,Win
30-01-2013,Iowa St,Oklahoma St,76,78,Loss
30-01-2013,Towson,Old Dominion,68,66,Win
30-01-2013,Old Dominion,Towson,66,68,Loss
30-01-2013,UNC Asheville,Presbyterian,77,74,Win
30-01-2013,Presbyterian,UNC Asheville,74,77,Loss
30-01-2013,Indiana,Purdue,97,60,Win
30-01-2013,Purdue,Indiana,60,97,Loss
30-01-2013,VMI,Radford,70,69,Win
30-01-2013,Radford,VMI,69,70,Loss
30-01-2013,VA Commonwealth,Rhode Island,70,64,Win
30-01-2013,Rhode Island,VA Commonwealth,64,70,Loss
30-01-2013,Rice,Houston,79,69,Win
30-01-2013,Houston,Rice,69,79,Loss
30-01-2013,Hampton,S Carolina St,64,60,Win
30-01-2013,S Carolina St,Hampton,60,64,Loss
30-01-2013,Drake,S Illinois,61,56,Win
30-01-2013,S Illinois,Drake,56,61,Loss
30-01-2013,St John's,DePaul,79,74,Win
30-01-2013,DePaul,St John's,74,79,Loss
30-01-2013,Stanford,Oregon,76,52,Win
30-01-2013,Oregon,Stanford,52,76,Loss
30-01-2013,Temple,Richmond,71,64,Win
30-01-2013,Richmond,Temple,64,71,Loss
30-01-2013,UCF,Tulane,58,50,Win
30-01-2013,Tulane,UCF,50,58,Loss
30-01-2013,UAB,UTEP,78,72,Win
30-01-2013,UTEP,UAB,72,78,Loss
30-01-2013,UC Irvine,Cal Poly SLO,52,45,Win
30-01-2013,Cal Poly SLO,UC Irvine,45,52,Loss
30-01-2013,USC,UCLA,75,71,Win
30-01-2013,UCLA,USC,71,75,Loss
30-01-2013,UNLV,Nevada,66,54,Win
30-01-2013,Nevada,UNLV,54,66,Loss
30-01-2013,Miami FL,Virginia Tech,73,64,Win
30-01-2013,Virginia Tech,Miami FL,64,73,Loss
30-01-2013,Duke,Wake Forest,75,70,Win
30-01-2013,Wake Forest,Duke,70,75,Loss
30-01-2013,Winthrop,Coastal Car,61,48,Win
30-01-2013,Coastal Car,Winthrop,48,61,Loss
30-01-2013,Detroit,Wright St,83,76,Win
30-01-2013,Wright St,Detroit,76,83,Loss
30-01-2013,New Mexico,Wyoming,63,59,Win
30-01-2013,Wyoming,New Mexico,59,63,Loss
30-01-2013,Xavier,Dayton,66,61,Win
30-01-2013,Dayton,Xavier,61,66,Loss
30-01-2013,Youngstown St,Valparaiso,80,68,Win
30-01-2013,Valparaiso,Youngstown St,68,80,Loss
29-01-2013,Stony Brook,Albany NY,65,49,Win
29-01-2013,Albany NY,Stony Brook,49,65,Loss
29-01-2013,North Carolina,Boston College,82,70,Win
29-01-2013,Boston College,North Carolina,70,82,Loss
29-01-2013,Bradley,Illinois St,83,77,Win
29-01-2013,Illinois St,Bradley,77,83,Loss
29-01-2013,Clemson,Georgia Tech,63,60,Win
29-01-2013,Georgia Tech,Clemson,60,63,Loss
29-01-2013,Evansville,Northern Iowa,54,51,Win
29-01-2013,Northern Iowa,Evansville,51,54,Loss
29-01-2013,Liberty,Campbell,89,72,Win
29-01-2013,Campbell,Liberty,72,89,Loss
29-01-2013,Minnesota,Nebraska,84,65,Win
29-01-2013,Nebraska,Minnesota,65,84,Loss
29-01-2013,Kentucky,Mississippi,87,74,Win
29-01-2013,Mississippi,Kentucky,74,87,Loss
29-01-2013,Ohio St,Wisconsin,58,49,Win
29-01-2013,Wisconsin,Ohio St,49,58,Loss
29-01-2013,Tennessee,Vanderbilt,58,57,Win
29-01-2013,Vanderbilt,Tennessee,57,58,Loss
29-01-2013,Virginia,NC State,58,55,Win
29-01-2013,NC State,Virginia,55,58,Loss
29-01-2013,Indiana St,Wichita St,68,55,Win
29-01-2013,Wichita St,Indiana St,55,68,Loss
28-01-2013,Bethune-Cookman,MD E Shore,58,57,Win
28-01-2013,MD E Shore,Bethune-Cookman,57,58,Loss
28-01-2013,Delaware,Drexel,66,64,Win
28-01-2013,Drexel,Delaware,64,66,Loss
28-01-2013,E Washington,Portland St,76,65,Win
28-01-2013,Portland St,E Washington,65,76,Loss
28-01-2013,Delaware St,Florida A&M,57,48,Win
28-01-2013,Florida A&M,Delaware St,48,57,Loss
28-01-2013,MS Valley St,Grambling,65,50,Win
28-01-2013,Grambling,MS Valley St,50,65,Loss
28-01-2013,Jackson St,Ark Pine Bluff,82,67,Win
28-01-2013,Ark Pine Bluff,Jackson St,67,82,Loss
28-01-2013,Louisville,Pittsburgh,64,61,Win
28-01-2013,Pittsburgh,Louisville,61,64,Loss
28-01-2013,Marquette,South Florida,63,50,Win
28-01-2013,South Florida,Marquette,50,63,Loss
28-01-2013,NC A&T,Coppin St,63,62,Win
28-01-2013,Coppin St,NC A&T,62,63,Loss
28-01-2013,NC Central,Morgan St,69,61,Win
28-01-2013,Morgan St,NC Central,61,69,Loss
28-01-2013,Prairie View,Alabama A&M,65,46,Win
28-01-2013,Alabama A&M,Prairie View,46,65,Loss
28-01-2013,SC Upstate,ETSU,88,71,Win
28-01-2013,ETSU,SC Upstate,71,88,Loss
28-01-2013,TX Southern,Alabama St,97,65,Win
28-01-2013,Alabama St,TX Southern,65,97,Loss
28-01-2013,James Madison,UNC Wilmington,63,56,Win
28-01-2013,UNC Wilmington,James Madison,56,63,Loss
28-01-2013,Kansas,West Virginia,61,56,Win
28-01-2013,West Virginia,Kansas,56,61,Loss
27-01-2013,Niagara,Canisius,66,65,Win
27-01-2013,Canisius,Niagara,65,66,Loss
27-01-2013,Clemson,Virginia Tech,77,70,Win
27-01-2013,Virginia Tech,Clemson,70,77,Loss
27-01-2013,Colorado,California,81,71,Win
27-01-2013,California,Colorado,71,81,Loss
27-01-2013,Connecticut,Rutgers,66,54,Win
27-01-2013,Rutgers,Connecticut,54,66,Loss
27-01-2013,Michigan,Illinois,74,60,Win
27-01-2013,Illinois,Michigan,60,74,Loss
27-01-2013,Indiana,Michigan St,75,70,Win
27-01-2013,Michigan St,Indiana,70,75,Loss
27-01-2013,Iona,Loyola MD,79,71,Win
27-01-2013,Loyola MD,Iona,71,79,Loss
27-01-2013,Siena,Marist,79,75,Win
27-01-2013,Marist,Siena,75,79,Loss
27-01-2013,Massachusetts,Richmond,70,65,Win
27-01-2013,Richmond,Massachusetts,65,70,Loss
27-01-2013,Miami FL,Florida St,71,47,Win
27-01-2013,Florida St,Miami FL,47,71,Loss
27-01-2013,Missouri St,Drake,78,72,Win
27-01-2013,Drake,Missouri St,72,78,Loss
27-01-2013,Purdue,Iowa,65,62,Win
27-01-2013,Iowa,Purdue,62,65,Loss
27-01-2013,Manhattan,Rider,62,51,Win
27-01-2013,Rider,Manhattan,51,62,Loss
27-01-2013,Creighton,S Illinois,81,51,Win
27-01-2013,S Illinois,Creighton,51,81,Loss
27-01-2013,South Alabama,Florida Intl,60,58,Win
27-01-2013,Florida Intl,South Alabama,58,60,Loss
27-01-2013,St John's,Seton Hall,71,67,Win
27-01-2013,Seton Hall,St John's,67,71,Loss
27-01-2013,Fairfield,St Peter's,61,54,Win
27-01-2013,St Peter's,Fairfield,54,61,Loss
27-01-2013,Stanford,Utah,87,56,Win
27-01-2013,Utah,Stanford,56,87,Loss
26-01-2013,Akron,Buffalo,68,64,Win
26-01-2013,Buffalo,Akron,64,68,Loss
26-01-2013,Vermont,Albany NY,50,43,Win
26-01-2013,Albany NY,Vermont,43,50,Loss
26-01-2013,Alcorn St,Southern Univ,61,57,Win
26-01-2013,Southern Univ,Alcorn St,57,61,Loss
26-01-2013,Davidson,Appalachian St,79,56,Win
26-01-2013,Appalachian St,Davidson,56,79,Loss
26-01-2013,Arizona,USC,74,50,Win
26-01-2013,USC,Arizona,50,74,Loss
26-01-2013,Arizona St,UCLA,78,60,Win
26-01-2013,UCLA,Arizona St,60,78,Loss
26-01-2013,Arkansas St,FL Atlantic,63,38,Win
26-01-2013,FL Atlantic,Arkansas St,38,63,Loss
26-01-2013,Army,American Univ,77,64,Win
26-01-2013,American Univ,Army,64,77,Loss
26-01-2013,Mississippi,Auburn,63,61,Win
26-01-2013,Auburn,Mississippi,61,63,Loss
26-01-2013,Delaware St,Bethune-Cookman,68,52,Win
26-01-2013,Bethune-Cookman,Delaware St,52,68,Loss
26-01-2013,New Hampshire,Binghamton,63,45,Win
26-01-2013,Binghamton,New Hampshire,45,63,Loss
26-01-2013,Boston Univ,MD Baltimore Co,81,75,Win
26-01-2013,MD Baltimore Co,Boston Univ,75,81,Loss
26-01-2013,Long Island,Bryant,79,78,Win
26-01-2013,Bryant,Long Island,78,79,Loss
26-01-2013,Butler,Temple,83,71,Win
26-01-2013,Temple,Butler,71,83,Loss
26-01-2013,W Michigan,C Michigan,76,59,Win
26-01-2013,C Michigan,W Michigan,59,76,Loss
26-01-2013,Cal Poly SLO,CS Northridge,75,64,Win
26-01-2013,CS Northridge,Cal Poly SLO,64,75,Loss
26-01-2013,Cent Arkansas,Lamar,88,59,Win
26-01-2013,Lamar,Cent Arkansas,59,88,Loss
26-01-2013,Central Conn,St Francis NY,72,70,Win
26-01-2013,St Francis NY,Central Conn,70,72,Loss
26-01-2013,Chicago St,Utah Valley,62,54,Win
26-01-2013,Utah Valley,Chicago St,54,62,Loss
26-01-2013,Elon,Citadel,70,66,Win
26-01-2013,Citadel,Elon,66,70,Loss
26-01-2013,Coastal Car,Campbell,73,59,Win
26-01-2013,Campbell,Coastal Car,59,73,Loss
26-01-2013,Cornell,Columbia,66,63,Win
26-01-2013,Columbia,Cornell,63,66,Loss
26-01-2013,CS Sacramento,N Colorado,79,72,Win
26-01-2013,N Colorado,CS Sacramento,72,79,Loss
26-01-2013,Dayton,Duquesne,72,56,Win
26-01-2013,Duquesne,Dayton,56,72,Loss
26-01-2013,Drexel,Georgia St,68,57,Win
26-01-2013,Georgia St,Drexel,57,68,Loss
26-01-2013,Duke,Maryland,84,64,Win
26-01-2013,Maryland,Duke,64,84,Loss
26-01-2013,E Illinois,SE Missouri St,78,72,Win
26-01-2013,SE Missouri St,E Illinois,72,78,Loss
26-01-2013,Belmont,E Kentucky,85,74,Win
26-01-2013,E Kentucky,Belmont,74,85,Loss
26-01-2013,E Michigan,N Illinois,42,25,Win
26-01-2013,N Illinois,E Michigan,25,42,Loss
26-01-2013,UTEP,East Carolina,68,67,Win
26-01-2013,East Carolina,UTEP,67,68,Loss
26-01-2013,TN Martin,Edwardsville,65,62,Win
26-01-2013,Edwardsville,TN Martin,62,65,Loss
26-01-2013,ETSU,North Florida,89,75,Win
26-01-2013,North Florida,ETSU,75,89,Loss
26-01-2013,Florida A&M,MD E Shore,55,54,Win
26-01-2013,MD E Shore,Florida A&M,54,55,Loss
26-01-2013,Fordham,Rhode Island,66,63,Win
26-01-2013,Rhode Island,Fordham,63,66,Loss
26-01-2013,Colorado St,Fresno St,74,63,Win
26-01-2013,Fresno St,Colorado St,63,74,Loss
26-01-2013,G Washington,Charlotte,82,54,Win
26-01-2013,Charlotte,G Washington,54,82,Loss
26-01-2013,Georgetown,Louisville,53,51,Win
26-01-2013,Louisville,Georgetown,51,53,Loss
26-01-2013,Georgia Tech,Wake Forest,82,62,Win
26-01-2013,Wake Forest,Georgia Tech,62,82,Loss
26-01-2013,Gonzaga,San Francisco,66,52,Win
26-01-2013,San Francisco,Gonzaga,52,66,Loss
26-01-2013,Ark Pine Bluff,Grambling,79,67,Win
26-01-2013,Grambling,Ark Pine Bluff,67,79,Loss
26-01-2013,Harvard,Dartmouth,82,77,Win
26-01-2013,Dartmouth,Harvard,77,82,Loss
26-01-2013,UNC Wilmington,Hofstra,57,51,Win
26-01-2013,Hofstra,UNC Wilmington,51,57,Loss
26-01-2013,Bucknell,Holy Cross,65,58,Win
26-01-2013,Holy Cross,Bucknell,58,65,Loss
26-01-2013,Houston,UAB,66,61,Win
26-01-2013,UAB,Houston,61,66,Loss
26-01-2013,Idaho,UT San Antonio,74,70,Win
26-01-2013,UT San Antonio,Idaho,70,74,Loss
26-01-2013,Illinois St,Evansville,67,62,Win
26-01-2013,Evansville,Illinois St,62,67,Loss
26-01-2013,Indiana St,Northern Iowa,59,58,Win
26-01-2013,Northern Iowa,Indiana St,58,59,Loss
26-01-2013,Iowa St,Kansas St,73,67,Win
26-01-2013,Kansas St,Iowa St,67,73,Loss
26-01-2013,IPFW,IUPUI,80,79,Win
26-01-2013,IUPUI,IPFW,79,80,Loss
26-01-2013,Jackson St,MS Valley St,60,57,Win
26-01-2013,MS Valley St,Jackson St,57,60,Loss
26-01-2013,Jacksonville St,Murray St,65,64,Win
26-01-2013,Murray St,Jacksonville St,64,65,Loss
26-01-2013,James Madison,Old Dominion,56,46,Win
26-01-2013,Old Dominion,James Madison,46,56,Loss
26-01-2013,Kansas,Oklahoma,67,54,Win
26-01-2013,Oklahoma,Kansas,54,67,Loss
26-01-2013,Ohio,Kent,69,68,Win
26-01-2013,Kent,Ohio,68,69,Loss
26-01-2013,Kentucky,LSU,75,70,Win
26-01-2013,LSU,Kentucky,70,75,Loss
26-01-2013,Lafayette,Lehigh,78,57,Win
26-01-2013,Lehigh,Lafayette,57,78,Loss
26-01-2013,Charleston So,Liberty,79,75,Win
26-01-2013,Liberty,Charleston So,75,79,Loss
26-01-2013,Mercer,Lipscomb,71,65,Win
26-01-2013,Lipscomb,Mercer,65,71,Loss
26-01-2013,Long Beach St,UC Irvine,81,59,Win
26-01-2013,UC Irvine,Long Beach St,59,81,Loss
26-01-2013,Presbyterian,Longwood,82,71,Win
26-01-2013,Longwood,Presbyterian,71,82,Loss
26-01-2013,Detroit,Loyola-Chicago,75,63,Win
26-01-2013,Loyola-Chicago,Detroit,63,75,Loss
26-01-2013,Marquette,Providence,81,71,Win
26-01-2013,Providence,Marquette,71,81,Loss
26-01-2013,Memphis,Marshall,73,72,Win
26-01-2013,Marshall,Memphis,72,73,Loss
26-01-2013,Ball St,Miami OH,82,62,Win
26-01-2013,Miami OH,Ball St,62,82,Loss
26-01-2013,Middle Tenn St,W Kentucky,72,53,Win
26-01-2013,W Kentucky,Middle Tenn St,53,72,Loss
26-01-2013,Florida,Mississippi St,82,47,Win
26-01-2013,Mississippi St,Florida,47,82,Loss
26-01-2013,Missouri,Vanderbilt,81,59,Win
26-01-2013,Vanderbilt,Missouri,59,81,Loss
26-01-2013,NE Omaha,Missouri KC,67,59,Win
26-01-2013,Missouri KC,NE Omaha,59,67,Loss
26-01-2013,Montana,Weber St,76,74,Win
26-01-2013,Weber St,Montana,74,76,Loss
26-01-2013,Montana St,Idaho St,61,59,Win
26-01-2013,Idaho St,Montana St,59,61,Loss
26-01-2013,Morehead St,Tennessee St,78,69,Win
26-01-2013,Tennessee St,Morehead St,69,78,Loss
26-01-2013,N Kentucky,Kennesaw,64,53,Win
26-01-2013,Kennesaw,N Kentucky,53,64,Loss
26-01-2013,Colgate,Navy,70,56,Win
26-01-2013,Navy,Colgate,56,70,Loss
26-01-2013,Morgan St,NC A&T,55,52,Win
26-01-2013,NC A&T,Morgan St,52,55,Loss
26-01-2013,NC Central,Coppin St,84,75,Win
26-01-2013,Coppin St,NC Central,75,84,Loss
26-01-2013,NC State,North Carolina,91,83,Win
26-01-2013,North Carolina,NC State,83,91,Loss
26-01-2013,Nebraska,Northwestern,64,49,Win
26-01-2013,Northwestern,Nebraska,49,64,Loss
26-01-2013,Nevada,Boise St,75,59,Win
26-01-2013,Boise St,Nevada,59,75,Loss
26-01-2013,Nicholls St,Sam Houston St,70,67,Win
26-01-2013,Sam Houston St,Nicholls St,67,70,Loss
26-01-2013,NJIT,TX Pan American,64,51,Win
26-01-2013,TX Pan American,NJIT,51,64,Loss
26-01-2013,Norfolk St,Hampton,74,67,Win
26-01-2013,Hampton,Norfolk St,67,74,Loss
26-01-2013,Ark Little Rock,North Texas,62,57,Win
26-01-2013,North Texas,Ark Little Rock,57,62,Loss
26-01-2013,Northeastern,George Mason,71,51,Win
26-01-2013,George Mason,Northeastern,51,71,Loss
26-01-2013,North Dakota,Northern Arizona,81,79,Win
26-01-2013,Northern Arizona,North Dakota,79,81,Loss
26-01-2013,Northwestern LA,SF Austin,61,57,Win
26-01-2013,SF Austin,Northwestern LA,57,61,Loss
26-01-2013,Oakland,W Illinois,67,60,Win
26-01-2013,W Illinois,Oakland,60,67,Loss
26-01-2013,Oklahoma St,West Virginia,80,66,Win
26-01-2013,West Virginia,Oklahoma St,66,80,Loss
26-01-2013,Oral Roberts,McNeese St,75,54,Win
26-01-2013,McNeese St,Oral Roberts,54,75,Loss
26-01-2013,Oregon,Washington,81,76,Win
26-01-2013,Washington,Oregon,76,81,Loss
26-01-2013,Washington St,Oregon St,71,68,Win
26-01-2013,Oregon St,Washington St,68,71,Loss
26-01-2013,Pacific,CS Fullerton,71,67,Win
26-01-2013,CS Fullerton,Pacific,67,71,Loss
26-01-2013,Ohio St,Penn St,65,51,Win
26-01-2013,Penn St,Ohio St,51,65,Loss
26-01-2013,Pittsburgh,DePaul,93,55,Win
26-01-2013,DePaul,Pittsburgh,55,93,Loss
26-01-2013,BYU,Portland,85,67,Win
26-01-2013,Portland,BYU,67,85,Loss
26-01-2013,Prairie View,Alabama St,74,72,Win
26-01-2013,Alabama St,Prairie View,72,74,Loss
26-01-2013,Quinnipiac,F Dickinson,58,56,Win
26-01-2013,F Dickinson,Quinnipiac,56,58,Loss
26-01-2013,Radford,Winthrop,58,57,Win
26-01-2013,Winthrop,Radford,57,58,Loss
26-01-2013,Robert Morris,Mt St Mary's,76,68,Win
26-01-2013,Mt St Mary's,Robert Morris,68,76,Loss
26-01-2013,Savannah St,S Carolina St,64,49,Win
26-01-2013,S Carolina St,Savannah St,49,64,Loss
26-01-2013,S Dakota St,N Dakota St,69,53,Win
26-01-2013,N Dakota St,S Dakota St,53,69,Loss
26-01-2013,Sacred Heart,Monmouth NJ,82,68,Win
26-01-2013,Monmouth NJ,Sacred Heart,68,82,Loss
26-01-2013,Santa Clara,San Diego,64,50,Win
26-01-2013,San Diego,Santa Clara,50,64,Loss
26-01-2013,San Diego St,New Mexico,55,34,Win
26-01-2013,New Mexico,San Diego St,34,55,Loss
26-01-2013,UT Arlington,San Jose St,66,47,Win
26-01-2013,San Jose St,UT Arlington,47,66,Loss
26-01-2013,Hawaii,Santa Barbara,78,73,Win
26-01-2013,Santa Barbara,Hawaii,73,78,Loss
